PMID	MESH_ID	MESH_TERM
22209346	D010300	Parkinson's Disease
22210153	D010300	Parkinson's Disease
22209057	D010300	Parkinson's Disease
22209634	D010300	Parkinson's Disease
22209920	D010300	Parkinson's Disease
22208282	D010300	Parkinson's Disease
22209021	D010300	Parkinson's Disease
22209649	D010300	Parkinson's Disease
22209815	D010300	Parkinson's Disease
22209057	D010300	Parkinson's Disease, Idiopathic
22208291	D010300	Parkinson's Disease, Idiopathic
22209185	D010309	Parotitis
22202643	D010391	Pemphigoid, Bullous
22202643	D010391	Bullous Pemphigoid
22208878	D010493	Pericarditis
22208878	D010495	Pericarditis, Tuberculous
22208140	D010510	Periodontal Diseases
22208140	D010510	Disease, Periodontal
22208140	D010510	Diseases, Periodontal
22208140	D010510	Periodontal Disease
22208324	D010538	Peritonitis
22208160	D010538	Peritonitis
22208720	D010996	Pleural Effusion
22208720	D010996	Effusion, Pleural
22208790	D010996	Effusions, Pleural
22208790	D010996	Pleural Effusions
22208847	D010998	Pleurisy
22208847	D010998	Pleuritis
22208847	D011001	Pleuropneumonia
22208358	D011014	Pneumonia
22209187	D011014	Pneumonia
22209916	D011014	Pneumonia
22209937	D011014	Pneumonia
22209964	D011014	Pneumonia
22209487	D011014	Pneumonia
22208497	D011014	Pneumonia
22208847	D011014	Pneumonia
22210056	D011014	Pneumonia
22210063	D011014	Pneumonia
22210141	D011014	Pneumonia
22209243	D011014	Pneumonia
22209715	D011014	Inflammation, Lung
22209187	D011014	Pneumonias
22210061	D011014	Pneumonias
22209551	D011041	Poisoning
22210019	D011041	Poisoning
22208773	D011041	Poisoning
22209938	D011041	Poisoning
22210275	D011081	Polychondritis, Relapsing
22210275	D011081	Relapsing Polychondritis
22209983	D011085	Polycystic Ovary Syndrome
22125108	D011085	Polycystic Ovary Syndrome
22209983	D011085	Ovary Syndrome, Polycystic
22125108	D011085	Ovary Syndrome, Polycystic
22209983	D011085	Syndrome, Polycystic Ovary
22125108	D011085	Syndrome, Polycystic Ovary
22209620	D011086	Polycythemia
22209620	D011087	Polycythemia Vera
22209315	D011111	Polymyalgia Rheumatica
22209797	D011115	Polyneuropathy
22208656	D011115	Polyneuropathy
22209747	D011125	Adenomatous Polyposis Coli
22209747	D011125	Adenomatous Polyposis Coli, Familial
22209747	D011125	Familial Adenomatous Polyposis
22209747	D011125	Familial Adenomatous Polyposis Coli
22209747	D011125	Polyposis Coli
22209747	D011125	Adenomatous Polyposis, Familial
22209747	D011125	Coli, Adenomatous Polyposis
22209747	D011125	Coli, Polyposis
22209747	D011125	Polyposis Coli, Adenomatous
22209747	D011125	Polyposis, Familial Adenomatous
22209504	D011127	Polyps
22182055	D011127	Polyps
22208943	D011127	Polyps
22209504	D011127	Polyp
22209172	D011183	Postoperative Complications
22207929	D011183	Postoperative Complications
22208686	D011183	Postoperative Complications
22209064	D011183	Postoperative Complications
22209100	D011183	Postoperative Complications
22209243	D011183	Postoperative Complications
22209495	D011183	Postoperative Complications
22209610	D011183	Postoperative Complications
22209243	D011183	Complication, Postoperative
22209172	D011183	Complications, Postoperative
22207929	D011183	Complications, Postoperative
22208686	D011183	Complications, Postoperative
22209064	D011183	Complications, Postoperative
22209100	D011183	Complications, Postoperative
22209243	D011183	Complications, Postoperative
22209495	D011183	Complications, Postoperative
22209610	D011183	Complications, Postoperative
22209243	D011183	Postoperative Complication
22208286	D011218	Prader-Willi Syndrome
22208286	D011218	Prader Willi Syndrome
22208286	D011218	Syndrome, Prader-Willi
22208808	D011293	Premenstrual Syndrome
22208808	D011293	Syndrome, Premenstrual
22208976	D011349	Proctitis
22208542	D011350	Proctocolitis
22209495	D011378	Prognathism
22208837	D011391	Prolapse
22210296	D011391	Prolapse
22210295	D011391	Prolapse
22210297	D011391	Prolapse
22209958	D011471	Cancer of the Prostate
22209390	D011471	Prostatic Cancer
22208617	D011471	Cancer, Prostate
22208689	D011471	Cancer, Prostate
22209376	D011471	Cancer, Prostate
22209699	D011471	Cancer, Prostate
22209958	D011471	Cancer, Prostate
22209174	D011471	Cancer, Prostate
22125107	D011471	Cancer, Prostate
22208976	D011471	Cancer, Prostate
22208964	D011471	Cancer, Prostate
22209390	D011471	Cancer, Prostatic
22209699	D011471	Cancers, Prostate
22209699	D011471	Prostate Cancers
22208976	D011472	Prostatitis
22208557	D011504	Enteropathy, Protein-Losing
22208557	D011504	Protein-Losing Enteropathy
22208557	D011504	Protein Losing Enteropathy
22106977	D011507	Proteinuria
22208976	D011507	Proteinuria
22210065	D011537	Pruritus
22210038	D011537	Pruritus
22208790	D011546	Pseudohypoaldosteronism
22208790	D011546	Is, Pseudohypoaldosteronism Type
22208790	D011546	Pseudohypoaldosteronism Type Is
22208790	D011546	Type 1, Pseudohypoaldosteronism
22208790	D011546	Type Is, Pseudohypoaldosteronism
21985977	D011547	Pseudohypoparathyroidism
22210307	D011557	Pseudorabies
22209248	D011561	Pseudoxanthoma Elasticum
22210176	D011565	Psoriasis
22202646	D011565	Psoriasis
22208431	D011565	Psoriasis
22209716	D011565	Psoriasis
22202644	D011565	Psoriasis
22210247	D011629	Puberty, Precocious
22210247	D011629	Precocious Puberty
22209926	D011655	Pulmonary Embolism
22209606	D011655	Pulmonary Embolism
22209612	D011655	Pulmonary Embolism
22209926	D011655	Embolism, Pulmonary
22209606	D011655	Embolism, Pulmonary
22209612	D011655	Embolism, Pulmonary
22210019	D011658	Pulmonary Fibrosis
22209187	D011658	Pulmonary Fibrosis
22209754	D011658	Pulmonary Fibrosis
22210019	D011658	Fibrosis, Pulmonary
22209187	D011658	Fibrosis, Pulmonary
22209754	D011658	Fibrosis, Pulmonary
22208918	D011693	Purpura
22209283	D011693	Purpura
22208656	D011693	Purpura
22209309	D011693	Purpura
22208918	D011696	Purpura, Thrombocytopenic
22208918	D011696	Thrombocytopenic Purpura
22208798	D011778	Q Fever
22208798	D011778	Fever, Q
22209659	D012004	Cancer, Rectal
22208686	D012004	Cancer, Rectal
22208688	D012008	Recurrence
22209101	D012008	Recurrence
22208884	D012008	Recurrence
22209375	D012008	Recurrence
22209633	D012008	Recurrence
22208840	D012008	Recurrence
22208965	D012008	Recurrence
22209574	D012008	Recurrence
22210186	D012008	Recurrence
22208447	D012008	Recurrence
22209099	D012008	Recurrence
22209508	D012008	Recurrence
22208858	D012008	Recurrence
22208897	D012008	Recurrence
22208971	D012008	Recurrence
22209061	D012008	Recurrence
22209152	D012008	Recurrence
22209174	D012008	Recurrence
22209344	D012008	Recurrence
22209971	D012008	Recurrence
22210077	D012008	Recurrence
22208975	D012008	Recurrence
22208447	D012008	Recurrences
22209099	D012008	Recurrences
22210201	D012008	Recurrences
22209061	D012008	Recurrences
22209508	D012008	Relapses
22208788	D012133	Paralysis, Diaphragmatic
22208548	D012141	Infections, Respiratory
22209048	D012141	Infections, Respiratory
22208747	D012141	Infections, Respiratory
22208140	D012141	Infections, Respiratory
22208546	D012141	Infections, Respiratory
22209420	D012141	Infections, Respiratory
22209420	D012141	Infections, Upper Respiratory
22208548	D012141	Respiratory Infections
22209048	D012141	Respiratory Infections
22208747	D012141	Respiratory Infections
22208140	D012141	Respiratory Infections
22208546	D012141	Respiratory Infections
22209420	D012141	Respiratory Infections
22209420	D012141	Upper Respiratory Infections
22209824	D012162	Retinal Degeneration
22209824	D012162	Degeneration, Retinal
22210178	D012163	Retinal Detachment
22210178	D012163	Detachment, Retinal
22209898	D012175	Retinoblastoma
22209748	D012178	Retinopathy of Prematurity
22209169	D012206	Rhabdomyolysis
22208329	D012206	Rhabdomyolysis
22207927	D012208	Rhabdomyosarcoma
22208654	D012216	Rheumatic Diseases
22208791	D012216	Disease, Rheumatic
22208654	D012216	Diseases, Rheumatic
22208791	D012216	Rheumatic Disease
22189253	D012220	Rhinitis
22185687	D012220	Rhinitis
22370535	D012220	Rhinitis
22210038	D012220	Rhinitis
22210376	D012220	Rhinitis
22209650	D012224	Rhinophyma
22183103	D012224	Rhinophyma
22183097	D012224	Rhinophyma
22183098	D012393	Rosacea
22183100	D012393	Rosacea
22183103	D012393	Rosacea
22183101	D012393	Rosacea
22183102	D012393	Rosacea
22183095	D012393	Rosacea
22183096	D012393	Rosacea
22183097	D012393	Rosacea
22209650	D012393	Rosacea
22202644	D012393	Rosacea
22183095	D012393	Acne Rosacea
22183102	D012393	Erythematotelangiectatic Rosacea
22183103	D012393	Erythematotelangiectatic Rosacea
22183098	D012393	Granulomatous Rosacea
22183103	D012393	Papulopustular Rosacea
22183102	D012393	Rosacea, Erythematotelangiectatic
22183103	D012393	Rosacea, Erythematotelangiectatic
22183098	D012393	Rosacea, Granulomatous
22183103	D012393	Rosacea, Papulopustular
22209018	D012400	Rotavirus Infections
22209018	D012400	Infections, Rotavirus
22209617	D012421	Rupture
22208687	D012421	Rupture
22209508	D012421	Rupture
22208933	D012421	Ruptures
22209793	D012507	Sarcoidosis
22208543	D012509	Sarcoma
22207927	D012509	Sarcoma
22210048	D012509	Sarcoma
22208447	D012509	Sarcoma
22202647	D012509	Sarcoma
22209429	D012509	Sarcomas
22208447	D012509	Sarcomas
22207927	D012509	Sarcomas
22208496	D012509	Sarcomas
22202647	D012509	Sarcomas
22208447	D012509	Sarcomas, Soft Tissue
22208447	D012509	Soft Tissue Sarcomas
22208543	D012514	Kaposi's Sarcoma
22208447	D012514	Kaposi's Sarcoma
22208543	D012514	Sarcoma, Kaposi's
22208447	D012514	Sarcoma, Kaposi's
22209633	D012516	Osteosarcomas
22202643	D012532	Scabies
22209502	D012552	Schistosomiasis
22208620	D012552	Schistosomiasis
22209502	D012553	Urinary Schistosomiasis
22208620	D012554	Schistosomiasis japonica
22210128	D012598	Sclerosis
22210305	D012598	Sclerosis
22209286	D012598	Sclerosis
22209319	D012598	Sclerosis
22209870	D012598	Sclerosis
22209496	D012598	Sclerosis
22210083	D012598	Sclerosis
22208499	D012598	Sclerosis
22210239	D012598	Sclerosis
22208117	D012598	Sclerosis
22210350	D012598	Sclerosis
22210013	D012600	Scoliosis
22208855	D012600	Scoliosis
22210014	D012600	Scoliosis
22208541	D012612	Scrub Typhus
22209271	D012640	Seizures
22136895	D012640	Seizures
22136897	D012640	Seizures
22136892	D012640	Seizures
22209855	D012640	Seizures
22136898	D012640	Seizures
22136894	D012640	Seizures
22208648	D012640	Seizures
22208174	D012640	Seizures
22209526	D012640	Seizures
22210332	D012640	Seizures
22136892	D012640	Seizures, Clonic
22136892	D012640	Seizures, Tonic-Clonic
22136892	D012640	Clonic Seizures
22208648	D012640	Generalized Seizures
22136897	D012640	Motor Seizures
22209701	D012640	Seizure
22210332	D012640	Seizure
22136897	D012640	Seizure
22208648	D012640	Seizure
22209271	D012640	Seizure
22209855	D012640	Seizure
22209542	D012640	Seizure
22210135	D012640	Seizure
22209154	D012640	Seizure
22136892	D012640	Seizures, Tonic Clonic
22136892	D012640	Tonic-Clonic Seizures
22210244	D012749	Disease, Sexually Transmitted
22210244	D012749	Sexually Transmitted Disease
22208180	D012769	Shock
22209905	D012769	Shock
22129551	D012769	Shock
22208175	D012769	Shock
22129552	D012769	Shock
22210387	D012769	Shock
22129554	D012769	Shock
22209686	D012769	Shock
22125207	D012769	Shock
22129544	D012769	Shock
22208617	D012769	Shock
22129545	D012769	Shock
22129547	D012769	Shock
22208783	D012769	Shock
22208901	D012769	Shock
22208990	D012769	Shock
22208901	D012772	Shock, Septic
22195758	D012816	Signs and Symptoms
22183098	D012816	Signs and Symptoms
22210128	D012816	Signs and Symptoms
22210007	D012816	Signs and Symptoms
22209118	D012816	Symptoms and Signs
22209108	D012852	Sinusitis
22208943	D012852	Sinusitis
22208651	D012859	Sjogren's Syndrome
22209352	D012859	Sjogren's Syndrome
22208651	D012859	Syndrome, Sjogren's
22209352	D012859	Syndrome, Sjogren's
22183099	D012871	Dermatosis
22209389	D012871	Dermatosis
22202644	D012871	Dermatosis
22183098	D012871	Disease, Skin
22208456	D012871	Disease, Skin
22210138	D012871	Disease, Skin
22183098	D012871	Skin Disease
22208456	D012871	Skin Disease
22210138	D012871	Skin Disease
22209650	D012878	Cancer, Skin
22209751	D012878	Cancer, Skin
22209650	D012878	Cancers, Skin
22202647	D012878	Cancers, Skin
22209650	D012878	Skin Cancers
22202647	D012878	Skin Cancers
22209926	D012891	Apnea Syndrome, Sleep
22209420	D012891	Breathing, Sleep-Disordered
22209160	D012891	Sleep Apnea
22209926	D012891	Sleep Apnea
22209926	D012891	Sleep Apnea Syndrome
22209420	D012891	Sleep Disordered Breathing
22209885	D012909	Snakebites
22209420	D012913	Snoring
22209154	D013035	Spasm
22208326	D013117	Compressive Myelopathy
22210016	D013119	Spinal Cord Injuries
22210016	D013119	Injuries, Spinal Cord
22210016	D013119	Cord Injuries, Spinal
22209475	D013119	Cord Injury, Spinal
22208735	D013119	Cord Injury, Spinal
22210015	D013119	Cord Injury, Spinal
22208117	D013119	Cord Injury, Spinal
22210016	D013119	Cord Injury, Spinal
22209475	D013119	Injury, Spinal Cord
22208735	D013119	Injury, Spinal Cord
22210015	D013119	Injury, Spinal Cord
22208117	D013119	Injury, Spinal Cord
22210016	D013119	Injury, Spinal Cord
22209475	D013119	Spinal Cord Injury
22208735	D013119	Spinal Cord Injury
22210015	D013119	Spinal Cord Injury
22208117	D013119	Spinal Cord Injury
22210016	D013119	Spinal Cord Injury
22208429	D013120	Tumors, Spinal Cord
22208429	D013120	Spinal Cord Tumors
22209475	D013124	Injury, Spinal
22210016	D013124	Injury, Spinal
22209243	D013124	Injury, Spinal
22209475	D013124	Spinal Injury
22210016	D013124	Spinal Injury
22209243	D013124	Spinal Injury
22209240	D013130	Spinal Stenosis
22209240	D013130	Stenosis, Spinal
22209076	D013163	Splenomegaly
22209428	D013163	Spleen, Enlarged
22210271	D013166	Spondylitis
22208858	D013166	Spondylitis
22210271	D013167	Spondylitis, Ankylosing
22208855	D013168	Spondylolisthesis
22208859	D013169	Spondylolysis
22208855	D013169	Spondylolysis
22208933	D013180	Sprains
22208067	D013180	Strains
22209121	D013180	Strains
22209018	D013180	Strains
22209787	D013180	Strains
22210149	D013180	Strains
22210220	D013180	Strains
22209635	D013180	Strains
22210207	D013180	Strains
22209755	D013180	Strains
22210216	D013180	Strains
22208607	D013180	Strains
22208954	D013180	Strains
22210092	D013180	Strains
22210141	D013180	Strains
22210211	D013180	Strains
22209273	D013180	Strains
22196207	D013180	Strains
22208955	D013180	Strains
22209278	D013180	Strains
22210156	D013180	Strains
22210215	D013180	Strains
22210265	D013180	Strains
22209968	D013180	Strains
22208765	D013180	Strains
22209291	D013180	Strains
22209575	D013180	Strains
22210042	D013180	Strains
22210193	D013180	Strains
22208537	D013180	Strains
22208753	D013180	Strains
22208880	D013180	Strains
22208933	D013180	Strains
22209604	D013180	Strains
22209630	D013180	Strains
22210126	D013180	Strains
22210213	D013180	Strains
22210219	D013180	Strains
22209786	D013180	Strain
22209675	D013180	Strain
22210216	D013180	Strain
22208551	D013180	Strain
22210220	D013180	Strain
22210223	D013180	Strain
22210213	D013180	Strain
22208722	D013180	Strain
22209234	D013180	Strain
22210214	D013180	Strain
22210281	D013180	Strain
22209507	D013180	Strain
22210137	D013180	Strain
22210139	D013180	Strain
22210156	D013180	Strain
22208190	D013180	Strain
22209518	D013180	Strain
22209059	D013180	Strain
22209278	D013180	Strain
22209938	D013180	Strain
22210207	D013180	Strain
22210219	D013180	Strain
22210222	D013180	Strain
22208546	D013180	Strain
22209018	D013180	Strain
22209326	D013180	Strain
22209575	D013180	Strain
22209780	D013180	Strain
22209787	D013180	Strain
22209969	D013180	Strain
22210149	D013180	Strain
22208697	D013180	Strain
22209968	D013180	Strain
22208502	D013180	Strain
22208607	D013180	Strain
22208954	D013180	Strain
22208955	D013180	Strain
22209261	D013180	Strain
22209687	D013180	Strain
22209696	D013180	Strain
22210092	D013180	Strain
22210141	D013180	Strain
22210211	D013180	Strain
22209130	D013217	Starvation
22209493	D013217	Starvation
22209464	D013217	Famine
22209271	D013226	Status Epilepticus
22209855	D013226	Status Epilepticus
22209605	D013274	Cancer, Gastric
22208537	D013274	Cancer, Gastric
22209230	D013280	Stomatitis
22209310	D013345	Subarachnoid Hemorrhage
22209508	D013345	Subarachnoid Hemorrhage
22209508	D013345	Aneurysmal Subarachnoid Hemorrhage
22209508	D013345	Hemorrhage, Aneurysmal Subarachnoid
22209380	D013398	Sudden Infant Death
22209380	D013398	Death, Sudden Infant
22209380	D013398	Infant Death, Sudden
22209142	D013575	Syncope
22209672	D013577	Syndrome
22136896	D013577	Syndrome
22125108	D013577	Syndrome
22210272	D013577	Syndrome
22210329	D013577	Syndrome
22136903	D013577	Syndrome
22210379	D013577	Syndrome
22210361	D013577	Syndrome
22208655	D013577	Syndrome
22208902	D013577	Syndrome
22208939	D013577	Syndrome
22209335	D013577	Syndrome
21985979	D013577	Syndrome
22192720	D013577	Syndrome
22208652	D013577	Syndrome
22208653	D013577	Syndrome
22208658	D013577	Syndrome
22208659	D013577	Syndrome
22209646	D013577	Syndrome
22209747	D013577	Syndrome
22209983	D013577	Syndrome
22208691	D013577	Syndrome
22208933	D013577	Syndrome
22136900	D013577	Syndrome
22208793	D013577	Syndrome
22136899	D013577	Syndrome
22192721	D013577	Syndrome
22208651	D013577	Syndrome
22208654	D013577	Syndrome
22208656	D013577	Syndrome
22208657	D013577	Syndrome
22209309	D013577	Syndrome
22209352	D013577	Syndrome
22209422	D013577	Syndrome
22209526	D013577	Syndrome
22209668	D013577	Syndrome
22209680	D013577	Syndrome
22209762	D013577	Syndrome
22210354	D013577	Syndrome
22210384	D013577	Syndrome
22208286	D013577	Syndrome
22208447	D013577	Syndrome
22208918	D013577	Syndrome
22209230	D013577	Syndrome
22209848	D013577	Syndrome
22209926	D013577	Syndrome
22209966	D013577	Syndrome
22210363	D013577	Syndrome
22210239	D013577	Syndrome
22196208	D013577	Syndrome
22208725	D013577	Syndrome
22208808	D013577	Syndrome
22208847	D013577	Syndrome
22209160	D013577	Syndrome
22209419	D013577	Syndrome
22209679	D013577	Syndrome
22210058	D013577	Syndrome
22210063	D013577	Syndrome
22210146	D013577	Syndrome
22210240	D013577	Syndrome
22202647	D013577	Syndrome
22209747	D013577	Syndromes
22136892	D013577	Syndromes
22210082	D013577	Syndromes
21985977	D013577	Syndromes
22208329	D013577	Syndromes
22208787	D013577	Syndromes
22208792	D013577	Syndromes
21985978	D013577	Syndromes
22210144	D013577	Syndromes
22209965	D013577	Syndromes
21985979	D013577	Syndromes
22210329	D013577	Syndromes
22209477	D013577	Syndromes
22208894	D013577	Syndromes
22208326	D013595	Syringomyelia
22209175	D013610	Tachycardia
22210056	D013610	Tachycardia
22208180	D013610	Tachycardias
22210235	D013625	Takayasu's Arteritis
22183097	D013684	Telangiectasia
22183095	D013684	Telangiectasia
22210379	D013684	Telangiectasia
22183103	D013684	Telangiectases
22209315	D013700	Giant Cell Arteritis
22209315	D013700	Arteritis, Giant Cell
22208315	D013724	Teratoma
22210084	D013921	Thrombocytopenia
22209686	D013921	Thrombocytopenia
22210056	D013921	Thrombocytopenia
22210090	D013923	Thromboembolism
22210158	D013927	Thrombosis
22209450	D013927	Thrombosis
22125234	D013927	Thrombosis
22209339	D013927	Thrombosis
22209978	D013927	Thrombosis
22209612	D013927	Thrombosis
22208963	D013927	Thrombosis
22209606	D013927	Thrombosis
22125104	D013959	Disease, Thyroid
22125104	D013959	Thyroid Disease
22209341	D013964	Thyroid Carcinoma
22125104	D013964	Cancer, Thyroid
22209341	D013964	Carcinoma, Thyroid
22125108	D013966	Thyroiditis
22125104	D013966	Thyroiditis
22125108	D013967	Thyroiditis, Autoimmune
22209333	D014135	Tracheal Stenosis
22209333	D014135	Stenosis, Tracheal
22209959	D014202	Tremor
22208559	D014257	Trichuriasis
22209181	D014313	Trismus
22210132	D014355	Chagas Disease
22210092	D014355	Chagas Disease
22209850	D014355	Chagas Disease
22210132	D014355	Chagas' Disease
22210092	D014355	Chagas' Disease
22209850	D014355	Chagas' Disease
22210132	D014355	Disease, Chagas
22210092	D014355	Disease, Chagas
22209850	D014355	Disease, Chagas
22210132	D014355	Disease, Chagas'
22210092	D014355	Disease, Chagas'
22209850	D014355	Disease, Chagas'
22208878	D014375	Tuberculoma
22209143	D014375	Tuberculomas
22208878	D014376	Tuberculosis
22208944	D014376	Tuberculosis
22209237	D014376	Tuberculosis
22209512	D014376	Tuberculosis
22209143	D014376	Tuberculosis
22209118	D014376	Tuberculosis
22208431	D014376	Tuberculosis
22208439	D014376	Tuberculosis
22209202	D014376	Tuberculosis
22208138	D014376	Tuberculosis
22208878	D014391	Tuberculosis, Miliary
22208878	D014391	Miliary Tuberculosis
22209118	D014395	Peritoneal Tuberculosis
22209512	D014397	Tuberculosis, Pulmonary
22208439	D014397	Tuberculosis, Pulmonary
22209512	D014397	Pulmonary Tuberculosis
22208439	D014397	Pulmonary Tuberculosis
22208714	D014456	Ulcers
22208442	D014456	Ulcers
22209614	D014456	Ulcers
22209710	D014456	Ulcers
22209298	D014474	Unconsciousness
22209086	D014517	Ureteral Obstruction
22209086	D014517	Obstruction, Ureteral
22208837	D014549	Urinary Incontinence
22208837	D014549	Incontinence, Urinary
22209960	D014552	Urinary Tract Infections
22210265	D014552	Infection, Urinary Tract
22209960	D014552	Infections, Urinary Tract
22210265	D014552	Tract Infection, Urinary
22209960	D014552	Tract Infections, Urinary
22210265	D014552	Urinary Tract Infection
22195755	D014581	Urticaria
22182054	D014592	Uterine Bleeding
22182055	D014592	Uterine Bleeding
22182054	D014592	Bleeding, Uterine
22182055	D014592	Bleeding, Uterine
22208437	D014592	Bleeding, Vaginal
22210295	D014596	Uterine Prolapse
22210295	D014596	Prolapse, Uterine
22209031	D014605	Uveitis
22210274	D014605	Uveitis
22209233	D014615	Vaccinia
22209097	D014615	Vaccinia
22183100	D014652	Disease, Vascular
22209187	D014652	Disease, Vascular
22183100	D014652	Vascular Disease
22209187	D014652	Vascular Disease
22208792	D014657	Vasculitis
22209315	D014657	Vasculitis
22182275	D014657	Vasculitis
22208654	D014657	Vasculitis
22209309	D014657	Vasculitis
22208792	D014657	Vasculitides
22209389	D014689	Venous Insufficiency
22209389	D014689	Insufficiency, Venous
22208176	D014693	Ventricular Fibrillation
22208173	D014693	Ventricular Fibrillation
22208179	D014693	Ventricular Fibrillation
22208176	D014693	Fibrillation, Ventricular
22208173	D014693	Fibrillation, Ventricular
22208179	D014693	Fibrillation, Ventricular
22208180	D014693	Fibrillations, Ventricular
22208180	D014693	Ventricular Fibrillations
22209086	D014718	Vesicoureteral Reflux
22209086	D014718	Reflux, Vesicoureteral
22209290	D014766	Viremia
22209677	D014786	Visual Impairment
22209677	D014786	Impairment, Visual
21985980	D014802	Vitamin A Deficiency
22209201	D014802	Vitamin A Deficiency
21985980	D014802	Deficiency, Vitamin A
22209201	D014802	Deficiency, Vitamin A
21985980	D014808	Vitamin D Deficiency
22209201	D014808	Vitamin D Deficiency
21985980	D014808	Deficiency, Vitamin D
22209201	D014808	Deficiency, Vitamin D
22209056	D014832	Voice Disorders
22209055	D014832	Voice Disorders
22208941	D014832	Voice Disorders
22209060	D014832	Voice Disorders
22209056	D014832	Voice Disorder
22209055	D014832	Voice Disorder
22209551	D014839	Vomiting
22208321	D014839	Vomiting
22209346	D014839	Vomiting
22209190	D014839	Vomiting
22209687	D014839	Vomiting
22202648	D014860	Warts
22208689	D014869	Water Intoxication
22209848	D014898	Werner Syndrome
22209848	D014898	Syndrome, Werner
22208328	D014946	Wound Infection
22208328	D014946	Infection, Wound
22210061	D014946	Infections, Wound
22209243	D014946	Infections, Wound
22210061	D014946	Wound Infections
22209243	D014946	Wound Infections
22209184	D014947	Wounds
22209517	D014947	Wounds
22208829	D014947	Wounds
22208972	D014947	Injury
22008579	D014947	Injury
22210063	D014947	Injury
22208330	D014947	Injury
22209475	D014947	Injury
22208163	D014947	Injury
22209144	D014947	Injury
22208707	D014947	Injury
22210060	D014947	Injury
22210069	D014947	Injury
22208846	D014947	Injury
22208978	D014947	Injury
22210062	D014947	Injury
22210064	D014947	Injury
22209949	D014947	Injury
22210059	D014947	Injury
22208561	D014947	Injury
22208684	D014947	Injury
22208793	D014947	Injury
22210175	D014947	Injury
22125209	D014947	Injury
22129551	D014947	Injury
22209001	D014947	Injury
22209914	D014947	Injury
22210072	D014947	Injury
22210016	D014947	Injury
22129548	D014947	Injury
22125205	D014947	Injury
22125208	D014947	Injury
22209382	D014947	Injury
22209507	D014947	Injury
22210005	D014947	Injury
22210057	D014947	Injury
22210073	D014947	Injury
22210071	D014947	Injury
22210023	D014947	Injury
22208178	D014947	Injury
22208735	D014947	Injury
22209169	D014947	Injury
22210172	D014947	Injury
22125207	D014947	Injury
22194432	D014947	Injury
22209212	D014947	Injury
22209770	D014947	Injury
22210019	D014947	Injury
22210049	D014947	Injury
22210055	D014947	Injury
22210066	D014947	Injury
22210170	D014947	Injury
22210015	D014947	Injury
22129547	D014947	Injury
22208117	D014947	Injury
22208318	D014947	Injury
22208725	D014947	Injury
22208858	D014947	Injury
22209061	D014947	Injury
22209077	D014947	Injury
22209108	D014947	Injury
22209161	D014947	Injury
22209353	D014947	Injury
22209354	D014947	Injury
22209526	D014947	Injury
22209773	D014947	Injury
22209828	D014947	Injury
22209856	D014947	Injury
22209992	D014947	Injury
22210037	D014947	Injury
22210056	D014947	Injury
22210058	D014947	Injury
22210065	D014947	Injury
22208174	D014947	Injury
22208540	D014947	Injury
22209243	D014947	Injury
22210016	D014947	Traumas
22209702	D014947	Wound
22208480	D014947	Wound
22208328	D014947	Wound
22210061	D014947	Wound
22208405	D014947	Wound
22208606	D014947	Wound
22209100	D014947	Wound
22209184	D014947	Wound
22209448	D014947	Wound
22209243	D014947	Wound
22202644	D014947	Wound
22209108	D014947	Wound
22209053	D014947	Wound
22209610	D014947	Wound
22210211	D015047	Zoonoses
22208484	D015179	Colorectal Carcinoma
22207928	D015179	Colorectal Carcinoma
22209338	D015179	Colorectal Carcinoma
22209338	D015179	Cancer, Colorectal
22209659	D015179	Cancer, Colorectal
22210045	D015179	Cancer, Colorectal
22208884	D015179	Cancer, Colorectal
22209842	D015179	Cancer, Colorectal
22210186	D015179	Cancer, Colorectal
22210091	D015179	Cancer, Colorectal
22209007	D015179	Cancer, Colorectal
22209684	D015179	Cancer, Colorectal
22210090	D015179	Cancer, Colorectal
22210086	D015179	Cancers, Colorectal
22208484	D015179	Carcinoma, Colorectal
22207928	D015179	Carcinoma, Colorectal
22209338	D015179	Carcinoma, Colorectal
22210086	D015179	Colorectal Cancers
22209319	D015212	Inflammatory Bowel Diseases
22209319	D015212	Bowel Diseases, Inflammatory
22208453	D015212	Inflammatory Bowel Disease
22125107	D015212	Inflammatory Bowel Disease
22208553	D015212	Inflammatory Bowel Disease
22209203	D015212	Inflammatory Bowel Disease
22209002	D015212	Inflammatory Bowel Disease
22209672	D015228	Hypertriglyceridemia
22210379	D015228	Hypertriglyceridemia
22210138	D015266	Carcinoma, Merkel Cell
22210138	D015266	Merkel Cell Carcinoma
22209309	D015267	Churg-Strauss Syndrome
22209309	D015267	Churg Strauss Syndrome
22209309	D015267	Syndrome, Churg-Strauss
22207920	D015355	Glaucoma, Neovascular
22209152	D015355	Glaucoma, Neovascular
22207920	D015355	Neovascular Glaucoma
22209152	D015355	Neovascular Glaucoma
22125209	D015427	Reperfusion Injury
22125208	D015427	Reperfusion Injury
22209001	D015427	Reperfusion Injury
22208178	D015427	Reperfusion Injury
22208174	D015427	Reperfusion Injury
22209001	D015427	Injury, Ischemia-Reperfusion
22208174	D015427	Injury, Ischemia-Reperfusion
22125209	D015427	Injury, Reperfusion
22125208	D015427	Injury, Reperfusion
22209001	D015427	Injury, Reperfusion
22208178	D015427	Injury, Reperfusion
22208174	D015427	Injury, Reperfusion
